base_model,model_name,task_name,score
pythia_small,original_pythia,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_0x1,causal_judgment causal_judgment,0.5210526315789473
pythia_small,pythia_1x1,causal_judgment causal_judgment,0.5210526315789473
pythia_small,pythia_2x1,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_3x1,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_4x1,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_5x1,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_0x2,causal_judgment causal_judgment,0.5210526315789473
pythia_small,pythia_1x2,causal_judgment causal_judgment,0.5210526315789473
pythia_small,pythia_2x2,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_3x2,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_4x2,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_5x2,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_0x4,causal_judgment causal_judgment,0.5210526315789473
pythia_small,pythia_1x4,causal_judgment causal_judgment,0.5210526315789473
pythia_small,pythia_2x4,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_3x4,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_4x4,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_5x4,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_0x8,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_1x8,causal_judgment causal_judgment,0.5210526315789473
pythia_small,pythia_2x8,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_3x8,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_4x8,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_5x8,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_0x16,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_1x16,causal_judgment causal_judgment,0.5210526315789473
pythia_small,pythia_2x16,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_3x16,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_4x16,causal_judgment causal_judgment,0.4789473684210526
pythia_small,pythia_5x16,causal_judgment causal_judgment,0.4789473684210526
